,Date,Type,Operator,Fatalities,Route,Location,Country,Summary,rtva2
629,10/19/1943,Consolidated B-24,Military - Royal Canadian Air Force,24.0,,"St. Donat, Quebec, Canada",Canada,"The plane crashed in a snowstorm, on a cliff near the summit of Black Mountain, 60 miles north of its destination, Montreal. The wreckage was located three years later.",7
630,10/22/1943,Douglas DC-3,AB Aerotransport,13.0,,"Hallo, Sweden",Sweden,"Shot down by a Ju88, German military aircraft.",7
631,10/22/1943,Douglas C-47-DL,Military - U.S. Army Air Forces,20.0,,"Columbus, Georgia",USA,Stalled when it was making a descending turn during a parachute exercise.,8
632,11/8/1943,,Military - Indian Air Force,1.0,,"Poona, India",India,Crashed into a village.,6
633,11/19/1943,Douglas C-53,China National Aviation Corporation,2.0,,"Kunming, China",China,The cargo plane crashed short of the runway in poor weather conditions.,6
634,11/19/1943,Douglas C-47,China National Aviation Corporation,3.0,,"Kunming, China",China,A navigational error caused the cargo plane to strike a mountain.,6
635,11/26/1943,Lockheed L-18-56 Lodestar,Qantas,15.0,,"Port Moresby, New Guinea",New Guinea,Flew into a hill shortly after talking off from Ward's Strip operated by Qantas for Allied Directorate of Air Transport.,11
636,12/18/1943,Douglas C-47,China National Aviation Corporation,3.0,,"Suifu, China",China,The cargo plane struck a mountain while attempting a go-around.,6
637,12/19/1943,Douglas C-47A-60-DL,Military - U.S. Air Force,31.0,,"Canal Creek, Australia",Australia,,10
638,12/29/1943,Consolidated B-24 / Consolidated B-24,Military - U.S. Army Air Forces / Military - U.S. Army Air Forces,25.0,Wendover Field - Pocatello AAB,"Lakeside, Utah",USA,A midair collision occurred while on a cross-country flight flying in formation. Twelve kiled aboard 4207183 and thirteen aboard 42-7408. Faulty flying technique displayed by the pilot of 42-7183.,5
639,1/15/1944,Junkers JU-52/3m,Deutsche Lufthansa,5.0,,"Belgrad, Yugoslavia",Yugoslavia,Pilot error.,11
640,2/10/1944,Douglas DC-3,American Airlines,24.0,Little Rock - Memphis,"Memphis, Tennessee",USA,"The aircraft crashed into a river and sank ,18 miles southwest of Memphis, in a snowstorm, while en route from Little Rock. Cause undetermined.",10
641,2/20/1944,Douglas C-47,China National Aviation Corporation,2.0,,China,China,The cargo plane flew into a mountain,0
642,2/21/1944,Junkers JU-52/3m,Deutsche Lufthansa,16.0,,"Eubeoa, Greece",Greece,The plane missing and never found.,7
643,3/22/1944,Consolidated B-24 Liberator,Military - U.S. Army,21.0,Port Moreaby - Nadzab,New Guinea,New Guinea,Disappeared while en route on a non-combat mission. Wreckage found 39 years later on 4/30/1983.,0
644,4/6/1944,Pilgrim 100B,Pan American World Airways,6.0,Nome - Fairbanks,"Near Nome, Alaska",USA,Crashed shortly after takeoff in a snow storm. Failure of the pilot to recognize his proximity to the ground due to heavy snow which entirely covered the terrain.,7
645,4/17/1944,Junkers JU-52/3m,Deutsche Lufthansa,5.0,,"Belgrad, Yugoslavia",Yugoslavia,Shot down by allied fighters.,11
646,4/21/1944,Douglas DC-3,Deutsche Lufthansa,9.0,,"Frederikstad, Norway",Norway,Pilot error.,7
647,4/25/1944,Consolidated Liberator,Military - Royal Air Force,16.0,"Montreal, Canada - European air base","Montreal, Canada",Canada,Crashed into a row of houses shortly after taking off from Dorval Airport.,7
648,5/26/1944,Douglas C-47,China National Aviation Corporation,12.0,Calcutta - Dinjan,"Between Calcutta to Dinjan, China",China,"While enroute the crew got lost and crashed into 22,000 foot mountain in Tibet. Bad weather prevented the pilot from getting a bearing on any radio station.",6
649,5/27/1944,Douglas DC-3,China National Aviation Corporation,14.0,,"Off Calcutta, India",India,Crashed at sea in poor weather conditions.,6
650,6/6/1944,Douglas C-47A-DL,Military - U.S. Army Air Forces,22.0,,"Carentan, France",France,Shot down by anti-aircraft fire during the Normandy invasion.,7
651,6/6/1944,Douglas C-47A,Military - U.S. Army Air Forces,22.0,,"Flamanville, France",France,Shot down by anti-aircraft fire during the Normandy invasion.,7
652,6/6/1944,Douglas C-47A,Military - U.S. Army Air Forces,22.0,,"Barneville, France",France,Shot down by anti-aircraft fire during the Normandy invasion.,7
653,6/8/1944,Douglas C-47,China National Aviation Corporation,6.0,Dijan - Kunming,"Kunming, China",China,"The plane discintigrated in mid-aid. The jack pad had been removed from the right wing root. This left 4 large holes directly under the fuel tanks and directly in line with the exhaust. When the throttles were cut to descend, the flame only went as far back as the holes. There the flames went up around the fuel tank, igniting the fumes and blew the wing off.",6
654,6/18/1944,Douglas C-47,China National Aviation Corporation,2.0,"Kunming - Chungking,","Kweilin, China",China,"Diverted to Kweilin after Chunking was below minimums. After holding over Kweilin for 3 hours, the aircraft ran out of gas, hit mountain and was demolished.",6
655,6/20/1944,Lockheed 10C Electra,Varig,10.0,,"Porto Alegre, Brazil",Brazil,Crashed into a river.,7
656,7/26/1944,Douglas C-54A-DO (DC-4),Military - U.S. Army Air Forces,26.0,"England - Long Island, N.Y.",North AtlantiOcean,North AtlantiOcean,Disappeared while en route from Iceland to Newfoundland.,0
657,7/27/1944,Douglas C-47A-DK,Military - U.S. Army Air Forces,22.0,Bristol - Preswick,"Port Logan, Scotland",Scotland,"As the aircraft approached land, it began a climb but was not able to gain sufficient altitude to clear a cloud shrouded cliff.",9
658,7/31/1944,Consolidated Catalina PB2Y-3R,Pan American Airways,22.0,,"Funafuti, Gilbert Islands, PacifiOcean",PacifiOcean,"While taking off in the dark, the aircraft's wingtip collided with the jackpole mast of an anchored liberty ship which had slipped anchor and drifted, unlighted, into the seaplane area.  The aircraft then spun out of control, and crashed into the ocean and sank.",12
659,8/3/1944,Douglas C-47A-DL,Military - U.S. Army Air Forces,28.0,"Bruning, NB - Pierre, SD","Naper, Nebraska",USA,Crashed in a severe thunderstorm after possibly being hit by lightning and losing both engines.,9
660,8/8/1944,Sikorsky S-42 (flying boat),Pan American World Airways,17.0,Antilla - Miami,"Off Antilla, Cuba",Cuba,Crashed during the third attempt to lift from the water and sank into the ocean. Loss of control due to the captain's inexperience in handling the particular type of aircraft. The aircraft was named 'Hong Kong Clipper.',5
661,8/12/1944,Consolidated PB4Y-1,Military - U.S. Navy,2.0,,"Blythburgh, England",England,"Navy lieutenant Joseph P. Kennedy Jr., 29, brother of President John F. Kennedy, was killed while on a flying mission over England during World War II.  Kennedy volunteered for operation Aphrodite after completing two full combat tours and was killed when the explosive-laden PB4Y he was flying blew up in air.  He was intending to aim the ship and bail out, leaving another aircraft to guide the PB4Y via remote control to a German submarine pen on the French coast; it apparently exploded when he armed the switches.  The photographichase plane had President Franklin Roosevelt's son, Elliot Roosevelt, on board.",8
662,8/23/1944,Consolidated B-24H,Military - U.S. Air Force,3.0,,"Freckelton, England",England,The bomber crashed into a school and a cafe while attempting to land at Warton Air Depot in poor weather. The crash occurred during a thunderstorm with heavy rain and winds. Windshear.,8
663,8/28/1944,Douglas C-54A-DC (DC-4),Military - U.S. Army Air Forces,20.0,,"Preswick, Scotland",Scotland,Crashed into a residential area in poor visiblility while attemping to land after a trans-Atlantiflilght.,9
664,8/30/1944,Lockheed 18 Lodestar,Panair do Brasil,16.0,,"Sao Paulo, Brazil",Brazil,Crashed in fog.,7
665,9/2/1944,Junkers JU52/3m,Deutsche Lufthansa,5.0,,"Belgrad, Yugoslavia",Yugoslavia,Shot down by allied fighters.,11
666,9/7/1944,C-47 Dakota DT-941,Military - Royal Netherlands East Indies Air Force,20.0,Merauke -- Cairns,"Near Mossman, Queensland, Australia",Australia,"The plane went missing while en route from Merauke to Cairns. The last radio contact was 15 minutes before ETA.  A scientifiexpedition found the wreckage in January 1989, 65 km northwest from Cairns at a height of 1,200 meters.",10
667,9/18/1944,Douglas C-47A-90-DL,U. S. Air Force,19.0,"Elmindorf AFB, Anchorage - Ladd Field, Fairbanks",Alaska,Alaska,Struck the side of a mountain while in full flight. Cause unknown but weather conditions suspected.,0
668,9/21/1944,Lockheed 18 Lodestar,Panair do Brasil,17.0,,"Rio Doce, Brazil",Brazil,,7
669,9/27/1944,Focke-Wulf FW 200,Deutsche Lufthansa,9.0,Stuttgart - Barcelona,"Near Dijon, France",France,Missing on a flight from France to Spain. Shot down by an American Bristol Beau allied night fighter.,7
670,6/30/1945,Boeing TB-29A Super Fortress,Military - U.S. Air Force,12.0,,Texas,Texas,,0
671,10/7/1944,Douglas C-47,China National Aviation Corporation,3.0,Dinjan - Suifu,"Near Sadiya, India",India,Both wing of the cargo plane separated from the fuselage after the aircraft penetrated a thunderstorm.,6
672,10/10/1944,Junkers JU-52/3m,Deutsche Lufthansa,7.0,,Bosnia,Bosnia,,0
673,10/11/1944,Short S-23 (flying boat),Qantas,1.0,,"Sydney, Australia",Australia,"On final approach with one engine shut-down, stalled 10 ft above the water and hull ruptured on impact.",10
674,10/16/1944,Junkers JU-52/3m,Deutsche Lufthansa,15.0,,"Telemark, Norway",Norway,Crashed into a mountain in poor weather conditions.,7
675,10/17/1944,Junkers JU-52/3m,Deutsche Lufthansa,1.0,,Hungary,Hungary,Shot down by British Mosquito fighters.,0
676,10/18/1944,Consolidated B24H,Military - U.S. Army Air Forces,24.0,Liverpool - New York,"Birkenhead, England",England,Broke-up in flight either due to an explosion or catastrophistructural failure of the aircraft.,8
677,11/4/1944,Douglas DC-3,Trans Continental and Western Air,24.0,San Francisco - New York City,"Hanford, California",USA,"The wing separated from the aircraft after entering a thunderstorm and encountering severe turbulence. The failure of the airplane's structure as a result of severe turbulence, an important contributing cause was the fact that the airplane was undoubtedly in an abnormal attitude of flight,  i.e., inverted, at the instant of structural failure. The cause of the airplane becoming inverted was not determined.",11
678,11/9/1944,,Military - U.S. Army Air Corps,,,"Seljord, Norway",Norway,,7
679,11/19/1944,Douglas C-47A-DL,Military - U.S. Army Air Forces,25.0,,"Lewes, England",England,"Flying in low overcast, the aircraft struck a hill, exploded and burned.",8
680,11/29/1944,Ford 5-AT-B Tri-Motor,TACA,16.0,,"Tegucigalpa, Nicaragua",Nicaragua,,10
681,11/29/1944,Lockheed 18 LodeStar,BOAC,15.0,,Kenya,Kenya,,0
682,11/29/1944,Focke-Wulf FW 200,Deutsche Lufthansa,10.0,,"Malmo, Sweden",Sweden,Shot down by a German patrol boat.,7
683,11/30/1944,Douglas C-47,China National Aviation Corporation,3.0,,"Dinjan, China",China,The cargo plane flew into Digboi Mountain after losing both engines.,6
684,12/1/1944,Douglas DC-3,Trans Continental and Western Air,9.0,San Francisco - Burbank - New York City,"Van Nuys, California",USA,The plane crashed and burned 6.5 miles west northwest of the Bubank Airport in dense fog. The pilot's deviation from the standard instrument approach procedure and descent below the established safe minimum altitude. A contributing factor was the company's failure to enforce adherence to company procedures.,11
685,12/3/1944,Avro 683 Lancaster,Trans-Canada Air Lines,5.0,,AtlantiOcean,AtlantiOcean,,0
686,12/15/1944,UC-64A Noorduyn Norseman,Military - U.S. Army Air Forces,3.0,"Twinwood, England - Villacoublay, France",English Channel,English Channel,"Disappeared over the English Channel en route from Bedford England to Paris, France. Band leader and musician Glenn Miller, 40, killed along with flight officer John Morgan and Lt. Colonel Norman Baessell. It has been theorized the plane may have been hit by bombs being jettisoned over the English Channel by RAF bombers on their way home from an unsuccessful raid. Wreckage and bodies were never found.",0
687,1/6/1945,Douglas C-47,China National Aviation Corporation,4.0,Kunming - Tengchung,"Near Dinjan, India",India,The cargo plane crashed in strong winds,6
688,1/8/1945,Martin M-130 (flying boat),Pan American World Airways,23.0,Miami - Leopoldville,"Port of Spain, Trinidad",Trinidad,"The aircraft crashed 1.25 miles short of the intended landing area in a nose-down attitude at too great a speed and broke up in the water. The first officer's failure to realize his proximity to the water and to correct his attitude for a normal landing and the lack of adequate supervision by the captain during the landing, resulting in the inadvertent flight into the water in excess of normal landing speed and in a nose-down attitude. The aircraft was named China Clipper.",9
689,1/10/1945,Douglas DC-3,American Airlines,24.0,"New York City - Juarez, Mexico - Burbank","Burbank, California",USA,"The aircraft, lost in fog, crashed into the Verdugo Mountains,  while attempting to reach Palmdale Airport, its alternate landing site, after being unable to land at Burbank Airport. The company ground personnel failed to obtain and transmit important weather to the pilot. Improperly executed missed approach by the pilot. Actress Donna Reed was returning from Juarez where she obtained a divorce from her husband but was bumped from the flight just prior to takeoff  to make room for a military officer holding a wartime-travel priority pass.",11
